report_date,governorate,city,longitude,latitude,issue_type,report_headline,report_detail,text_length,report_category,proximity_to_service,repetition_flag,report_truth
2025-05-19,Suez,El Arbaeen,32.575474,29.953164,electricity,Transformer Explosion,The electricity has been out at Building 51 for hours.,76,citizen,0,0,True
2025-05-07,Sohag,Girga,31.667464,26.631947,waste_garbage,Dead Animal,Mountains of waste blocking the pavement on Street 116.,67,citizen,1,0,True
2025-06-04,Alexandria,Downtown Alexandria,29.885606,31.134106,water,[Follow-up] Burst Pipe,This is the second time I am reporting A 4-inch diameter pipe burst in front of Building 5.,114,citizen,1,1,Repeated
2025-07-17,Red Sea,El Gouna,33.88381,27.333577,waste_garbage,Garbage Pile,Trash has not been collected from Street 119 for a week.,69,citizen,1,0,True
2026-01-14,Ismailia,Fayed,32.262224,30.545211,road_damage,Neighborhood Security Issue,There are suspicious people gathering near Street 4 at night.,89,citizen,1,0,Out_of_scope
2025-06-21,Sharqia,Zagazig,31.567528,30.609236,electricity,[Follow-up] Broken Street Light,"Still not resolved, I reported this last week: Repeated outages every night since last week at Street 91.",137,citizen,1,1,Repeated
2026-03-28,Gharbia,Kafr El Zayat,31.021952,30.871401,telecom,Signal Loss,I think there might be the telephone landline has been dead for three days. though everything looks fine from outside.,130,citizen,0,0,False
2025-12-03,Red Sea,Ras Gharib,33.801291,27.328921,road_damage,[Follow-up] Damaged Pavement,"Still not resolved, I reported this last week: The pavement is cracked and very dangerous for pedestrians.",135,citizen,1,1,Repeated
2026-02-12,Qalyubia,Khusus,31.181547,30.368109,electricity,[Follow-up] Power Outage,Following up on my previous report about A technical failure in the 500kVA transformer near Building 11.,129,citizen,1,1,Repeated
2026-03-23,Giza,Mohandessin,31.264368,29.939554,gas_issue,Suspected Gas Explosion,"Low gas pressure, the heater is not working. The building is shaking and cracking. The whole street is blocked.",135,citizen,0,0,Emergency
2025-07-21,Gharbia,Mahalla,31.053087,30.902902,water,Contaminated Water,The water smells terrible and is brown in color. It has been like this for two days.,103,citizen,0,0,True
2025-08-06,Aswan,Daraw,32.821572,24.07533,telecom,[Follow-up] No Internet,Resubmitting my complaint about A cable appears to have been cut near Street 34.,104,citizen,1,1,Repeated
2025-06-28,Suez,El Arbaeen,32.618681,30.027455,gas_issue,Lost Pet,My cat has been missing since yesterday near Building 44.,66,citizen,0,0,Out_of_scope
2025-10-27,Ismailia,Fayed,32.22971,30.564947,telecom,Cable Cut,I think there might be mobile signal is completely lost in the Street 82 area. I could be wrong about this.,117,citizen,0,0,False
2026-03-08,Minya,Minya City,30.819859,28.038227,water,Contaminated Water,The water smells terrible and is brown in color. Children and elderly people are trapped inside.,115,citizen,0,0,Emergency
2025-04-21,Alexandria,Miami,29.918708,31.17879,road_damage,Flooded Road,A large pothole on Street 90 is damaging vehicles. It has been like this for two days.,99,citizen,1,0,True
2025-11-27,Ismailia,Ismailia City,32.2633,30.652151,telecom,Signal Loss,The telephone landline has been dead for three days.,64,citizen,1,0,True
2025-08-17,Luxor,Armant,32.660519,25.682377,gas_issue,Pressure Drop,A very strong smell of gas detected at Building 20. People are suffocating and cannot breathe. Please help quickly!,129,business,1,0,Emergency
2025-04-24,Sharqia,Abu Hammad,31.507005,30.639051,electricity,Power Outage,I am not sure but maybe a technical failure in the 500kva transformer near Building 35. but I have not seen it myself.,131,citizen,0,0,False
2025-06-15,Red Sea,El Gouna,33.792418,27.333771,water,[Follow-up] No Water Supply,Following up on my previous report about A 4-inch diameter pipe burst in front of Building 44.,122,citizen,1,1,Repeated
2026-04-09,Alexandria,Montazah,29.992048,31.137581,telecom,Medical Emergency,"Someone collapsed on Street 42, we need an ambulance now.",75,citizen,0,0,Out_of_scope
2025-08-31,Luxor,Luxor City,32.699181,25.74238,telecom,No Internet,Mobile signal is completely lost in the Street 112 area.,68,citizen,1,0,True
2025-07-07,Minya,Beni Mazar,30.696552,28.103245,electricity,Broken Street Light,The electricity has been out at Building 40 for hours. Children and elderly people are trapped inside.,122,citizen,1,0,Emergency
2025-07-29,Qalyubia,Shubra El Kheima,31.163143,30.388583,road_damage,Road Collapse,A large pothole on Street 37 is damaging vehicles. The structure looks like it may collapse. We are suffering badly.,130,citizen,0,0,Emergency
2025-08-06,Alexandria,El Mandara,29.928161,31.232383,gas_issue,Traffic Accident Report,"A car accident occurred at Street 140, need police assistance.",86,citizen,1,0,Out_of_scope
2025-09-08,Luxor,Karnak,32.660497,25.694787,telecom,!!! FIRE !!! - No Internet,FIRE!! The telephone landline has been dead for three days. This is a total mess.,108,citizen,1,0,Emergency
2025-05-09,Giza,6th of October City,31.239491,29.979631,gas_issue,Gas Smell,The main gas meter is making a loud whistling sound. It has been like this for two days.,98,citizen,1,0,True
2025-09-27,Red Sea,Marsa Alam,33.743933,27.194459,water,Burst Pipe,"Water pressure is extremely low, nothing comes from the tap. The situation is critical and life-threatening. We are suffering badly.",143,citizen,1,0,Emergency
2025-11-11,Minya,Beni Mazar,30.756744,28.126664,telecom,Cable Cut,The telephone landline has been dead for three days.,62,citizen,0,1,True
2025-07-11,Giza,Haram,31.14606,29.978302,electricity,Electric Sparking,Power surges are damaging appliances in the whole building. This is a total mess.,99,citizen,1,0,True
2025-05-26,Cairo,Nasr City,31.257708,30.082217,road_damage,Damaged Pavement,Part of the road near Building 41 has completely collapsed. We are suffering badly.,100,citizen,0,0,True
2026-01-24,Red Sea,El Gouna,33.795191,27.236509,waste_garbage,Garbage Pile,Illegal dumping of construction waste near Building 66.,68,citizen,1,0,True
2025-07-23,Qalyubia,Shubra El Kheima,31.232341,30.284195,water,Sewage Overflow,"Water pressure is extremely low, nothing comes from the tap.",76,citizen,1,0,True
2025-06-25,Sharqia,10th of Ramadan City,31.518277,30.542409,telecom,Signal Loss,The telephone landline has been dead for three days.,64,citizen,1,0,True
2026-02-01,Sohag,Sohag City,31.732096,26.537533,gas_issue,Suspected Gas Explosion,A very strong smell of gas detected at Building 23.,75,citizen,1,0,True
2025-07-19,Luxor,Luxor City,32.709092,25.683412,water,No Water Supply,The water smells terrible and is brown in color. No one is answering the phone.,95,citizen,1,0,True
2026-01-08,Minya,Abu Qurqas,30.79218,28.036871,road_damage,...,test,8,citizen,1,0,Unclear
2025-08-05,Ismailia,Abu Sultan,32.283997,30.638805,electricity,!!! CRITICAL !!! - Transformer Explosion,CRITICAL!! Repeated outages every night since last week at Street 150.,111,citizen,1,0,Emergency
2025-12-18,Cairo,Nasr City,31.254272,30.044948,electricity,Frequent Voltage Drops,Power surges are damaging appliances in the whole building. We are suffering badly.,106,citizen,0,0,True
2025-08-13,Luxor,Esna,32.598078,25.668899,road_damage,asdfgh,idk,10,citizen,1,0,Unclear
2026-01-14,Red Sea,Marsa Alam,33.823908,27.24485,road_damage,Flooded Road,Road is flooded and completely impassable near Building 43. I already called before and nothing happened.,118,business,1,0,True
2025-09-10,Sohag,Akhmim,31.630067,26.479363,water,Construction Permit Question,How do I get a permit to renovate my flat at Building 12?,86,citizen,0,0,Out_of_scope
2025-11-25,Luxor,Armant,32.629397,25.677479,electricity,Frequent Voltage Drops,"Power surges are damaging appliances in the whole building. Fix it ASAP, we can't live like this.",120,citizen,1,0,True
2025-05-13,Alexandria,Montazah,29.986312,31.260206,water,Political Complaint,I want to file a complaint about the local council decisions.,81,citizen,0,0,Out_of_scope
2026-04-01,Red Sea,Hurghada,33.843912,27.303709,gas_issue,!!! EXPLOSION !!! - Valve Damage,EXPLOSION!! Neighbors are evacuating due to the strong gas odor. Everything is broken.,119,citizen,1,1,Emergency
2025-06-08,Cairo,Zamalek,31.16652,30.007099,water,[Follow-up] Water Leak,Following up on my previous report about The water smells terrible and is brown in color.,112,citizen,1,1,Repeated
2025-05-29,Luxor,Luxor City,32.707155,25.686307,waste_garbage,Garbage Pile,The garbage smell is unbearable and attracting insects. The situation is critical and life-threatening.,116,citizen,0,0,Emergency
2025-07-22,Suez,El Arbaeen,32.605471,29.909183,electricity,Power Outage,I am not sure but maybe a technical failure in the 500kva transformer near Building 51. I could be wrong about this.,129,citizen,1,0,False
2025-05-06,Minya,Mallawi,30.72938,28.136767,gas_issue,Suspected Gas Explosion,I think there might be the main gas meter is making a loud whistling sound. though everything looks fine from outside.,142,citizen,0,0,False
2026-02-01,Sohag,Tahta,31.647542,26.565965,telecom,???,Mobile signal i,19,citizen,1,0,Unclear
2025-12-02,Luxor,Luxor City,32.617264,25.655759,telecom,[Follow-up] No Internet,Resubmitting my complaint about The telephone landline has been dead for three days.,108,citizen,1,1,Repeated
2025-08-24,Aswan,Edfu,32.833944,24.092771,waste_garbage,Garbage Pile,Illegal dumping of construction waste near Building 16. I see fire and thick smoke.,96,citizen,0,0,Emergency
2025-04-26,Giza,Imbaba,31.133597,29.935939,gas_issue,Pressure Drop,Construction work may have damaged a pipe on Street 40.,69,citizen,1,1,True
2025-11-17,Ismailia,El Qantara,32.219316,30.630602,telecom,Phone Line Dead,I am not sure but maybe mobile signal is completely lost in the Street 56 area. I could be wrong about this.,124,citizen,1,0,False
2025-05-13,Suez,Ataka,32.582831,30.038438,water,Water Leak,The water smells terrible and is brown in color.,59,citizen,1,0,True
2026-03-20,Dakahlia,Talkha,31.34465,31.049044,waste_garbage,[Follow-up] Trash Accumulation,"Still not resolved, I reported this last week: Dead carcass in the middle of the road causing a health risk.",139,citizen,1,1,Repeated
2025-10-06,Cairo,Downtown Cairo,31.244437,30.005135,waste_garbage,Construction Permit Question,How do I get a permit to renovate my flat at Building 61?,86,citizen,1,0,Out_of_scope
2025-12-02,Cairo,Downtown Cairo,31.267284,30.023919,road_damage,Large Pothole,Road is flooded and completely impassable near Building 70.,73,citizen,1,1,True
2025-10-08,Gharbia,Mahalla,30.989372,30.938275,road_damage,Flooded Road,A large pothole on Street 67 is damaging vehicles.,63,citizen,1,0,True
2025-09-17,Sohag,Sohag City,31.708389,26.637681,gas_issue,Gas Leak,Construction work may have damaged a pipe on Street 31. Children and elderly people are trapped inside. I already called before and nothing happened.,158,citizen,1,0,Emergency
2025-10-17,Gharbia,Tanta,31.028967,30.907321,telecom,No Internet,Mobile signal is completely lost in the Street 78 area.,67,citizen,1,0,True
2025-05-14,Alexandria,Montazah,29.839805,31.147479,road_damage,Road Collapse,Road is flooded and completely impassable near Building 72.,73,citizen,1,0,True
2026-03-02,Minya,Minya City,30.735537,28.063708,gas_issue,???,...,7,citizen,1,0,Unclear
2025-06-06,Cairo,Nasr City,31.161291,30.009208,gas_issue,[Follow-up] Pressure Drop,Following up on my previous report about The main gas meter is making a loud whistling sound.,119,citizen,1,1,Repeated
2026-04-08,Ismailia,Fayed,32.215138,30.600391,water,!!! CRITICAL !!! - No Water Supply,CRITICAL!! Sewage water is flooding the entrance of Street 140.,98,citizen,1,0,Emergency
2026-04-04,Alexandria,Smouha,29.913812,31.160836,gas_issue,Gas Leak,Construction work may have damaged a pipe on Street 120.,65,citizen,0,0,True
2026-01-23,Qalyubia,Khusus,31.269894,30.378843,waste_garbage,!!! CRITICAL !!! - Illegal Dumping,CRITICAL!! Mountains of waste blocking the pavement on Street 59.,100,citizen,0,0,Emergency
2025-10-06,Luxor,Esna,32.595412,25.707543,telecom,No Internet,"A cable appears to have been cut near Street 36. Fix it ASAP, we can't live like this.",98,business,1,0,True
2026-04-04,Minya,Beni Mazar,30.796222,28.151954,telecom,Phone Line Dead,The entire building at Building 44 has no internet since yesterday. Children and elderly people are trapped inside.,131,citizen,1,0,Emergency
2025-06-01,Red Sea,El Gouna,33.793167,27.229972,telecom,[Follow-up] Phone Line Dead,Following up on my previous report about Mobile signal is completely lost in the Street 50 area.,124,citizen,1,1,Repeated
2025-11-06,Cairo,Zamalek,31.261458,29.99884,telecom,[Follow-up] Signal Loss,Resubmitting my complaint about The entire building at Building 9 has no internet since yesterday.,122,citizen,1,1,Repeated
2025-07-13,Red Sea,Ras Gharib,33.889135,27.233769,gas_issue,Valve Damage,"Low gas pressure, the heater is not working.",57,citizen,1,0,True
2025-06-29,Dakahlia,El Gamalia,31.375373,31.101283,electricity,test report,Repeated outage,27,citizen,1,0,Unclear
2026-03-03,Alexandria,Smouha,29.935264,31.182822,waste_garbage,Traffic Accident Report,"A car accident occurred at Street 83, need police assistance.",85,citizen,0,1,Out_of_scope
2025-07-24,Sohag,Tahta,31.728155,26.606655,electricity,...,Power surges ar,19,citizen,0,0,Unclear
2026-01-23,Ismailia,El Qantara,32.349426,30.618819,waste_garbage,!!! EXPLOSION !!! - Trash Accumulation,EXPLOSION!! Dead carcass in the middle of the road causing a health risk.,112,business,0,0,Emergency
2026-02-11,Sharqia,Belbeis,31.518077,30.56219,waste_garbage,Dead Animal,I am not sure but maybe trash has not been collected from Street 91 for a week. but the workers said it was already fixed.,134,citizen,0,0,False
2025-08-01,Cairo,Shubra,31.217534,30.019908,waste_garbage,[Follow-up] Trash Accumulation,I reported this before but it was not fixed: Trash has not been collected from Street 111 for a week.,132,citizen,1,1,Repeated
2026-04-05,Minya,Minya City,30.688459,28.128596,gas_issue,Pressure Drop,Construction work may have damaged a pipe on Street 113.,70,citizen,0,0,True
2025-08-04,Giza,Mohandessin,31.185845,30.080904,gas_issue,Suspected Gas Explosion,Construction work may have damaged a pipe on Street 45. I see fire and thick smoke. We are suffering badly.,131,business,1,0,Emergency
2025-12-22,Aswan,Kom Ombo,32.897976,24.15056,telecom,asdfgh,The telephone l,22,citizen,1,0,Unclear
2026-03-16,Gharbia,El Santa,31.110106,30.919495,electricity,Frequent Voltage Drops,Live wires are exposed on the pole near Street 110.,74,citizen,1,0,True
2025-09-19,Red Sea,El Gouna,33.766278,27.249883,waste_garbage,Trash Accumulation,Illegal dumping of construction waste near Building 64.,74,citizen,1,0,True
2026-02-05,Cairo,Maadi,31.175301,30.031145,road_damage,Road Collapse,The pavement is cracked and very dangerous for pedestrians. It has been like this for two days.,109,citizen,0,0,True
2026-01-09,Minya,Mallawi,30.78908,28.097112,telecom,No Internet,The entire building at Building 43 has no internet since yesterday. Please help quickly!,100,citizen,1,0,True
2025-04-18,Suez,Suez City,32.485002,29.982707,waste_garbage,I don't know,not sure,21,citizen,1,0,Unclear
2025-11-24,Minya,Mallawi,30.750117,28.126203,electricity,Power Outage,I am not sure but maybe a technical failure in the 500kva transformer near Building 29. although my neighbor disagrees.,132,citizen,0,0,False
2025-07-07,Gharbia,Tanta,31.037845,30.910954,gas_issue,[Follow-up] Suspected Gas Explosion,This is the second time I am reporting Neighbors are evacuating due to the strong gas odor.,127,business,1,1,Repeated
2026-03-21,Alexandria,Downtown Alexandria,29.866256,31.214279,gas_issue,Valve Damage,"I heard rumors about low gas pressure, the heater is not working. but I have not seen it myself.",109,citizen,0,0,False
2025-11-17,Sharqia,Abu Hammad,31.456636,30.613062,electricity,Broken Street Light,Live wires are exposed on the pole near Street 21.,70,citizen,1,0,True
2026-01-23,Giza,Haram,31.274968,29.962602,water,[Follow-up] Contaminated Water,I reported this before but it was not fixed: Sewage water is flooding the entrance of Street 64.,127,citizen,1,1,Repeated
2025-11-21,Luxor,Esna,32.649816,25.666905,gas_issue,[Follow-up] Suspected Gas Explosion,"Still not resolved, I reported this last week: Construction work may have damaged a pipe on Street 140.",139,citizen,1,1,Repeated
2025-11-19,Ismailia,Ismailia City,32.321761,30.533383,electricity,Transformer Explosion,Repeated outages every night since last week at Street 89. Children and elderly people are trapped inside.,128,citizen,0,1,Emergency
2025-11-29,Red Sea,Ras Gharib,33.810397,27.231023,gas_issue,[Follow-up] Valve Damage,I reported this before but it was not fixed: Construction work may have damaged a pipe on Street 124.,126,citizen,1,1,Repeated
2026-03-24,Red Sea,Marsa Alam,33.79899,27.294669,water,[Follow-up] Burst Pipe,Following up on my previous report about Sewage water is flooding the entrance of Street 147.,116,citizen,1,1,Repeated
2025-11-11,Sharqia,Belbeis,31.546878,30.661354,road_damage,Political Complaint,I want to file a complaint about the local council decisions.,81,citizen,1,0,Out_of_scope
2025-05-29,Gharbia,Mahalla,31.093545,30.875004,electricity,I don't know,A technical fai,28,citizen,1,0,Unclear
2026-01-08,Red Sea,Hurghada,33.788001,27.328124,water,No Water Supply,Sewage water is flooding the entrance of Street 37.,67,citizen,0,0,True
2025-05-17,Ismailia,Fayed,32.226359,30.538889,telecom,[Follow-up] Phone Line Dead,Following up on my previous report about The entire building at Building 36 has no internet since yesterday.,136,citizen,1,1,Repeated
2025-08-06,Giza,Haram,31.159482,29.962429,road_damage,Flooded Road,A large pothole on Street 80 is damaging vehicles. I see fire and thick smoke. The whole street is blocked.,120,citizen,1,0,Emergency
2025-04-15,Giza,Mohandessin,31.139827,30.073991,gas_issue,[Follow-up] Valve Damage,This is the second time I am reporting A very strong smell of gas detected at Building 66.,115,business,1,1,Repeated
2025-11-01,Giza,Faisal,31.204248,30.055722,electricity,Transformer Explosion,I think there might be repeated outages every night since last week at Street 121. but I have not seen it myself.,135,citizen,0,0,False
2026-01-14,Alexandria,Sidi Gaber,29.844868,31.232142,electricity,Transformer Explosion,"The electricity has been out at Building 4 for hours. Fix it ASAP, we can't live like this.",113,citizen,1,0,True
2025-07-02,Luxor,Armant,32.674711,25.623674,telecom,test report,The telephone l,27,citizen,1,0,Unclear
2025-06-27,Sharqia,Abu Hammad,31.455517,30.556072,gas_issue,Valve Damage,Construction work may have damaged a pipe on Street 119.,69,citizen,1,0,True
2026-03-17,Cairo,Zamalek,31.239339,29.986157,waste_garbage,Garbage Pile,"The garbage smell is unbearable and attracting insects. Fix it ASAP, we can't live like this.",106,citizen,1,0,True
2026-01-17,Minya,Beni Mazar,30.794958,28.080619,road_damage,Flooded Road,I think there might be road is flooded and completely impassable near Building 64. although my neighbor disagrees.,127,citizen,0,0,False
2025-10-18,Dakahlia,Mansoura,31.448019,31.036368,electricity,[Follow-up] Frequent Voltage Drops,This is the second time I am reporting A technical failure in the 500kVA transformer near Building 38.,137,citizen,1,1,Repeated
2025-04-30,Ismailia,El Qantara,32.315546,30.567759,water,Burst Pipe,The water smells terrible and is brown in color. No one is answering the phone.,90,citizen,0,1,True
2025-10-29,Luxor,Armant,32.701613,25.706819,gas_issue,???,test,8,citizen,0,0,Unclear
2026-01-03,Minya,Beni Mazar,30.788196,28.072706,waste_garbage,[Follow-up] Health Hazard Waste,I reported this before but it was not fixed: The garbage smell is unbearable and attracting insects.,132,business,1,1,Repeated
2025-08-03,Luxor,Armant,32.669612,25.710635,water,No Water Supply,"Water pressure is extremely low, nothing comes from the tap.",76,citizen,1,0,True
2025-09-10,Cairo,Nasr City,31.295504,30.056416,water,No Water Supply,Main supply line is leaking heavily near the valve.,67,citizen,0,0,True
2026-03-05,Sohag,Girga,31.744031,26.527719,waste_garbage,Dead Animal,Illegal dumping of construction waste near Building 4.,66,citizen,1,0,True
2025-07-25,Ismailia,Ismailia City,32.318013,30.658896,telecom,test report,help,16,citizen,1,0,Unclear
2025-12-11,Minya,Abu Qurqas,30.799775,28.120093,waste_garbage,Garbage Pile,Illegal dumping of construction waste near Building 53.,68,citizen,1,0,True
2026-01-15,Aswan,Daraw,32.853891,24.119126,waste_garbage,Dead Animal,Illegal dumping of construction waste near Building 19.,67,citizen,0,0,True
2025-05-17,Sohag,Girga,31.742236,26.62155,gas_issue,asdfgh,idk,10,citizen,0,0,Unclear
2026-01-04,Sohag,Girga,31.714981,26.632325,electricity,Frequent Voltage Drops,The electricity has been out at Building 56 for hours.,77,citizen,1,0,True
2026-03-30,Red Sea,Hurghada,33.824797,27.296612,telecom,[Follow-up] Cable Cut,Following up on my previous report about The entire building at Building 63 has no internet since yesterday.,130,citizen,1,1,Repeated
2025-12-08,Cairo,Zamalek,31.205106,30.080061,telecom,[Follow-up] Signal Loss,I reported this before but it was not fixed: The telephone landline has been dead for three days.,121,citizen,1,1,Repeated
2025-06-14,Giza,Dokki,31.217317,30.001548,road_damage,Road Collapse,A large pothole on Street 23 is damaging vehicles. This is a total mess.,86,citizen,1,0,True
2025-06-27,Gharbia,Kafr El Zayat,31.096315,30.902162,water,No Water Supply,Someone told me there is a 4-inch diameter pipe burst in front of Building 12. I could be wrong about this.,123,citizen,0,0,False
2025-09-27,Alexandria,Downtown Alexandria,29.930298,31.193182,water,No Water Supply,"I heard rumors about water pressure is extremely low, nothing comes from the tap. though everything looks fine from outside.",140,citizen,0,0,False
2026-02-03,Sharqia,Abu Hammad,31.463496,30.597698,electricity,Electric Sparking,I heard rumors about the electricity has been out at Building 64 for hours. although my neighbor disagrees.,125,citizen,0,0,False
2026-03-08,Ismailia,Abu Sultan,32.288668,30.626967,waste_garbage,Garbage Pile,Illegal dumping of construction waste near Building 13.,68,citizen,0,0,True
2025-06-16,Ismailia,El Qantara,32.342653,30.616329,water,No Water Supply,A friend said he saw the water smells terrible and is brown in color. but I have not seen it myself.,116,citizen,1,0,False
2025-11-13,Sohag,Tahta,31.641439,26.555686,gas_issue,Check this,Low gas pressur,26,citizen,1,0,Unclear
2025-09-27,Red Sea,Hurghada,33.841553,27.295066,gas_issue,Valve Damage,"Low gas pressure, the heater is not working. The building is shaking and cracking. It has been like this for two days.",131,citizen,0,0,Emergency
2025-11-07,Minya,Minya City,30.791333,28.031167,water,No Water Supply,Main supply line is leaking heavily near the valve.,67,citizen,1,0,True
2026-03-14,Sharqia,Abu Hammad,31.449504,30.519518,electricity,[Follow-up] Broken Street Light,I reported this before but it was not fixed: Power surges are damaging appliances in the whole building.,136,citizen,1,1,Repeated
2025-08-09,Cairo,Nasr City,31.262614,30.010439,road_damage,Damaged Pavement,A large pothole on Street 69 is damaging vehicles.,67,citizen,1,0,True
2025-10-20,Dakahlia,Mansoura,31.348216,31.108433,gas_issue,Gas Smell,Construction work may have damaged a pipe on Street 77. People are suffocating and cannot breathe.,108,citizen,0,0,Emergency
2025-06-30,Dakahlia,El Gamalia,31.367303,31.027995,gas_issue,Valve Damage,"Low gas pressure, the heater is not working. We are suffering badly.",81,citizen,1,0,True
2025-08-15,Giza,Haram,31.136355,29.952299,road_damage,I don't know,idk,16,citizen,1,0,Unclear
2025-05-12,Sohag,Girga,31.750325,26.618504,telecom,Phone Line Dead,A cable appears to have been cut near Street 139.,65,citizen,1,0,True
2025-09-16,Qalyubia,Khusus,31.15611,30.278023,electricity,Electric Sparking,A technical failure in the 500kVA transformer near Building 67. This is a total mess.,103,citizen,0,0,True
2025-06-09,Alexandria,Downtown Alexandria,29.847595,31.179632,electricity,Transformer Explosion,Power surges are damaging appliances in the whole building.,81,citizen,1,1,True
2025-06-08,Aswan,Aswan City,32.899671,24.117389,waste_garbage,Health Hazard Waste,Trash has not been collected from Street 79 for a week.,75,citizen,1,0,True
2025-07-14,Luxor,Luxor City,32.579106,25.639854,electricity,Electric Sparking,Power surges are damaging appliances in the whole building. It has been like this for two days.,113,citizen,1,0,True
2025-08-13,Sohag,Tahta,31.625093,26.582917,electricity,Frequent Voltage Drops,A technical failure in the 500kVA transformer near Building 29. I already called before and nothing happened.,132,citizen,1,0,True
2026-01-21,Suez,Ataka,32.547294,29.956828,water,[Follow-up] No Water Supply,"Still not resolved, I reported this last week: Main supply line is leaking heavily near the valve.",126,citizen,1,1,Repeated
2026-01-14,Minya,Mallawi,30.793197,28.051512,waste_garbage,Trash Accumulation,Illegal dumping of construction waste near Building 58. Everything is broken.,96,business,1,0,True
2025-10-11,Sharqia,Zagazig,31.431583,30.584503,waste_garbage,Trash Accumulation,Dead carcass in the middle of the road causing a health risk.,80,citizen,1,0,True
2025-04-20,Dakahlia,El Gamalia,31.388291,31.090223,water,Contaminated Water,"Water pressure is extremely low, nothing comes from the tap. The building is shaking and cracking. No one is answering the phone.",148,citizen,1,0,Emergency
2025-09-06,Alexandria,Montazah,29.968451,31.21397,waste_garbage,Trash Accumulation,The garbage smell is unbearable and attracting insects.,74,citizen,0,0,True
2025-08-08,Ismailia,Ismailia City,32.247336,30.51857,road_damage,Damaged Pavement,The pavement is cracked and very dangerous for pedestrians.,76,business,1,1,True
2025-07-16,Dakahlia,Mit Ghamr,31.328023,31.030014,gas_issue,Pressure Drop,A friend said he saw the main gas meter is making a loud whistling sound. though everything looks fine from outside.,130,citizen,0,0,False
2025-05-09,Alexandria,Sidi Gaber,29.996087,31.138215,electricity,Broken Street Light,Live wires are exposed on the pole near Street 103. We are suffering badly.,95,citizen,1,1,True
2025-07-29,Giza,Dokki,31.186325,30.06397,waste_garbage,Dead Animal,I heard rumors about dead carcass in the middle of the road causing a health risk. I could be wrong about this.,123,business,0,0,False
2026-01-15,Gharbia,Tanta,30.985694,30.869861,road_damage,Damaged Pavement,The pavement is cracked and very dangerous for pedestrians. The situation is critical and life-threatening. Everything is broken.,146,citizen,0,0,Emergency
2025-06-16,Sohag,Akhmim,31.678787,26.634821,water,Burst Pipe,"Water pressure is extremely low, nothing comes from the tap. Please help quickly!",92,citizen,1,0,True
2025-09-09,Sohag,Tahta,31.768303,26.512973,electricity,Transformer Explosion,The electricity has been out at Building 4 for hours. Children and elderly people are trapped inside.,123,citizen,0,0,Emergency
2025-07-03,Alexandria,Sidi Gaber,29.95365,31.256056,gas_issue,Pressure Drop,A very strong smell of gas detected at Building 15.,65,citizen,0,0,True
2025-12-25,Suez,Suez City,32.539721,29.952929,gas_issue,Gas Smell,The main gas meter is making a loud whistling sound. The whole street is blocked.,91,citizen,0,0,True
2026-04-01,Alexandria,Downtown Alexandria,29.954371,31.222545,gas_issue,Gas Smell,I am not sure but maybe a very strong smell of gas detected at Building 2. but I have not seen it myself.,115,citizen,0,0,False
2025-06-28,Luxor,Karnak,32.669309,25.700385,telecom,Signal Loss,A cable appears to have been cut near Street 3.,59,citizen,1,0,True
2025-12-09,Giza,Mohandessin,31.27239,30.051604,gas_issue,Valve Damage,The main gas meter is making a loud whistling sound. The whole street is blocked.,94,citizen,1,0,True
2026-01-25,Dakahlia,Mansoura,31.327573,31.007353,gas_issue,Gas Leak,Construction work may have damaged a pipe on Street 43.,64,citizen,1,0,True
2025-09-23,Minya,Abu Qurqas,30.672468,28.123899,gas_issue,Suspected Gas Explosion,Someone told me there is construction work may have damaged a pipe on Street 81. but I have not seen it myself.,135,citizen,0,0,False
2026-01-29,Ismailia,Fayed,32.320456,30.600602,waste_garbage,Garbage Pile,Dead carcass in the middle of the road causing a health risk. Children and elderly people are trapped inside.,122,citizen,1,0,Emergency
2026-03-15,Ismailia,Fayed,32.228888,30.534991,waste_garbage,[Follow-up] Garbage Pile,"Still not resolved, I reported this last week: Illegal dumping of construction waste near Building 9.",126,citizen,1,1,Repeated
2025-06-11,Sharqia,10th of Ramadan City,31.558012,30.661014,electricity,...,idk,7,business,1,0,Unclear
2025-10-14,Red Sea,Ras Gharib,33.733068,27.324683,electricity,Frequent Voltage Drops,The electricity has been out at Building 54 for hours.,77,citizen,1,0,True
2026-01-11,Giza,Dokki,31.166158,29.96151,gas_issue,!!! FIRE !!! - Gas Leak,FIRE!! A very strong smell of gas detected at Building 57.,82,citizen,1,0,Emergency
2026-03-01,Minya,Abu Qurqas,30.825623,28.167756,telecom,Signal Loss,The entire building at Building 8 has no internet since yesterday. Everything is broken.,100,citizen,0,0,True
2026-02-11,Ismailia,Ismailia City,32.240203,30.616719,electricity,Frequent Voltage Drops,A friend said he saw repeated outages every night since last week at Street 62. but I have not seen it myself.,133,citizen,0,0,False
2025-06-16,Cairo,Maadi,31.300621,30.089597,road_damage,[Follow-up] Road Collapse,This is the second time I am reporting A large pothole on Street 68 is damaging vehicles.,115,citizen,1,1,Repeated
2026-01-04,Suez,Ataka,32.561026,29.987934,water,???,Water pressure ,19,citizen,1,0,Unclear
2025-10-28,Giza,Mohandessin,31.19922,29.953079,waste_garbage,Trash Accumulation,Dead carcass in the middle of the road causing a health risk. The situation is critical and life-threatening.,128,citizen,1,0,Emergency
